comment_class,comment_text,category,reply_count,like_count,video_name,date
0,I feel like Dawn wrongly led them in to this with unrealistic expectations. It's not her fault as such as they were kids and a difficult situation to navigate however she is quick to scoop up the rewards and leave them pretty much high and dry when it goes a bit wrong. We're all human I totally understand that and respect her and her profession,8,5,50,,2018-01-01T15:26:36.000Z
0,It’s sad because the whole point of their storyline was to show that adoption could be a good option for struggling pregnant teens but instead they make it out to be the worst thing ever just because they have teen mom money and a stable home now and could afford to have her. This just isn’t the case for teens who are considering adoption and it may lead to negative consequences,8,8,91,,2018-01-01T15:31:21.000Z
0,"Not trying to be mean but Catelynn looks terrible, her weight is out of control, she looks dirty, and she does not look like she takes care of herself. On top of that she always chews her nails and eats her scabs......She has no excuse she does not go to school, does not have a job, and barely watches her child, she is the definition of laziness at it finest. I think Tyler loves her but is not attracted to her I see him leaving her soon she is disgusting....",4,4,19,,2018-01-01T15:53:02.000Z
0,big fat slob Kaitlyn is,4,0,0,,2018-01-01T15:59:53.000Z
0,"Kaitlyn does not even like them anymore. Theresa close the adoption, they are sick mental cases. They will be just like their parents , loosers",4,0,11,,2018-01-01T16:01:39.000Z
0,Everyone be salty here in the comments. I do not think you understand what it means to have an open adoption and for the parents who adopted them to shut them out. Yeah I understand they did bad things but when they gave up their daughter it was better in the long end for their daughter and they still wanted to see her and while B and T slowly took the right away from them so they cannot see her was wrong knowing they were walking into an open adoption and agreed upon it. C and T just want to see the child that they knew they could not raise at how young they were because it was agreed for that to happen but it was taken away.,12,2,9,,2018-01-01T16:11:36.000Z
0,"You two may be Carly's biological parents, HOWEVER you two ARE NOT HER PARENTS!! You gave her up for adoption for a reason, enjoy your time with Nova",8,8,137,,2018-01-01T16:26:44.000Z
0,"Gosh, Farrah is such a repulsive human being and her daughter is starting to behave just like her. I feel kind of bad saying this about a child, but Sophia has become such a bratty little girl that she is just as cringey as her mother, which is unfortunate because that little girl already takes after Farrah's looks as it is. It's sad that she has to grow up having a disgusting personality on top of that.",8,11,8,,2018-01-01T16:34:24.000Z
0,I thought they were not allowed to talk about Carly on camera!,8,11,16,,2018-01-01T16:46:02.000Z
0,"I get where they r coming from. Regardless of the circumstances, they cannot help but feel like that. It's only human's nature to still want to be apart if child 'so life even if you gave them away p",12,0,0,,2018-01-01T16:52:03.000Z
0,"On the next episode of ""When Rabbits Attack"" 0:14",8,3,22,,2018-01-01T16:58:45.000Z
0,"I love Catelyn and Tyler the most out of both seasons of teen Mom og and teen Mom NUMBER i just feel I can relate to the two.im not perfect either and have really bad anxiety and a baby boy. And some days are really hard, but you make it through somehow. I hate when people put Catelyn down,because I think shes doing great-and her and Tyler seem like such genuinely nice people. I want to hug both of them and like, have a beer!",3,0,0,,2018-01-01T17:17:28.000Z
0,First Sneak Peek Of 2018!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,3,0,1,,2018-01-01T17:17:49.000Z
0,catetlyn n Tyler look alike. are they related?,2,4,3,,2018-01-01T17:26:15.000Z
0,"People who says just get over being apart of her life. I placed a child for adoption as a teenager. They make you believe as the parent you will have this magically connection and be allow these specific things like pictures,letters, visitation... what they do not tell you is this is not binding. I can only speak of my experience, but the sell adoption in a different light. I would not change my mind even knowing the reality that I do not get to be anything but a distant present sender until 18. But my child is now really wanted to know me and where she comes from and I am lucky her parents allow what they do for her. If I was them I would build a better relationship with Carly's parents.",12,4,7,,2018-01-01T17:29:10.000Z
0,They opted for an open adoption so therefore it should be alot of updates in my opinion! I mean they give them enough privacy I feel. So a every so month update should be great on both ends. And a visitation maybe yearly would be good. I am glad they are doing this. I would so do open adoption as well. To know my child I gave up was ok.,12,3,2,,2018-01-01T17:33:07.000Z
0,Do they EVER acknowledge Nova?,8,4,78,,2018-01-01T17:36:22.000Z
0,All those adults in the room and none of them saw nova dipping the horses heads in the cup??,2,1,5,,2018-01-01T17:38:41.000Z
0,"Okayyy but to be honest they told Brandon and Theresa that they were gonna go to school and do all this stuff but they haven’t :/// Brandon and Theresa are raising Carly perfectly fine , cate and Tyler gotta get over all this entitlement :///",8,2,66,,2018-01-01T17:49:25.000Z
0,"Now you can tell that they only pretended to be OK with adoption, but they are clearly traumatized and regretful",8,3,61,,2018-01-01T17:55:24.000Z
0,They birthed some Beautiful Babies,3,2,1,,2018-01-01T18:02:35.000Z
0,THEY SHOULDVE NEVER HAD GIVEN CARLY UP FOR ADOPTION!!!,12,1,0,,2018-01-01T18:08:34.000Z
0,"IF THEY DIDN'T HAVE MTV MONEY, THEY WOULDN'T TRY TO REACH OUT CARLY.",12,3,17,,2018-01-01T18:16:03.000Z
0,Caitlyn's face :52. She's severely depressed,8,8,60,,2018-01-01T19:13:22.000Z
0,This is one of the few times Caitlyn is not cutting Tyler off,12,0,0,,2018-01-01T19:14:35.000Z
11,Some of you are full of shit. They chose open adoption for a reason. The adoptive parents are afraid that the little girl will have a stranger bond with the birth parents rather than the adoptive parents.,11,0,0,,2018-01-01T19:18:50.000Z
0,"Wooooooooo. Some of these comments are funny. Especially the ones where everyone is writing what (they think) an open adoption means. An open adoption does not mean the birth parents have any right to visitation!!!!! Its like an open or sealed record. ""No, those records are sealed. You can not have that info"".. See where I am going there. That is what an open adoption is. Say Cait and Tyler had never seen Carly since she was born, now Carlys NUMBER and wants to know about her birth parents. She would be able to see what is in those adoption papers. And what is in those papers are only what they agree to put in there. It could be just their names, it could be their favorite colors and it could be absolutely nothing about the birth parents at all, so on and so on. Now yes, you can absolutely add things in like an hour long visit once a year and things like that but it has absolutely NOTHING TO DO WITH THEM HAVING ANY TYPES OF RIGHTS TO HER WHATSOEVER.. When you give a child up for adoption you sign over any and all rights to that child! Cait and Tyler need to start understanding that. And they need to stop acting like two immature children and stop bad mouthing Branden and Teresa. They should worship the ground they walk on for giving that little girl the life they felt they couldn't. This will backfire on them!!",8,6,25,,2018-01-01T20:41:43.000Z
0,Why is this dumbass show even still on...,4,0,0,,2018-01-01T20:49:31.000Z
0,Take care of ur kids,12,0,1,,2018-01-01T20:55:17.000Z
0,"Dawn was wrong saying ""your child"" Carly is not their child. She has not been their child since the adoption went through. B&T need to close this up quick.",8,3,84,,2018-01-01T20:59:09.000Z
0,At the time they gave Carly up because the family was so toxic And my thing is when it is a open adoption they should have face to face with her or keep sending pictures of her birthday and keep them up to date once in a while because when she is NUMBER she can decide for her self if she wants to see them. It's very rare for the birth parents to want to keep in touch with the child . And also it is so sad to here them talk like that :(,12,1,0,,2018-01-01T21:00:50.000Z
0,Expectatoins????,,0,0,,2018-01-01T21:31:41.000Z
0,I think since they have had nova they have realised maybe they could of done it and been capable and are regettin there decision of adoption.,12,0,0,,2018-01-01T21:35:07.000Z
0,Step brother and step sister ended up together co dependent very depressed both of them keep having babies to feel their miserable void focus on the child you have not the child you have up Caitlyn if I see you one more time sit on a couch I am gonna scream both need to live their lives separately they have nothing to compare it to pathetic,12,0,8,,2018-01-01T21:43:37.000Z
0,It’s so obvious cate doesn’t wanna talk about the distance between herself and Carly but Tyler and his big ass mouth wants to just ruin that for her. Tyler needs to shut up already and quit bad mouthing Carly’s parents. They don’t owe him anything. I bet cate would be ok with everything if Tyler didn’t make things worse. I haven’t heard cate say as many hateful things about Carly’s parents as Tyler. He just wants to keep stirring that pot.,12,0,0,,2018-01-01T22:32:56.000Z
0,I feel like they should be doing everything they can to see Carly and not bad mouthing her parents...that's not going to win you any points,12,1,1,,2018-01-01T23:45:56.000Z
0,Is Kaitlyn NT thick or Nahh?,2,0,0,,2018-01-02T01:13:00.000Z
0,"For the people saying let her go, them and the adoption parents agreed to an open adoption which means they’re still allowed to see her",12,5,5,,2018-01-02T02:18:07.000Z
0,0:35 Nova decides to drown her horses hahaha,3,0,0,,2018-01-02T03:07:16.000Z
0,"They're going to lose all visitation privileges if they do not shut up! You need to be Carly's parents best friend. Take the time they give you with her as they are not obligated to allow visitation. Come on guys, you are crossing over boundaries.",12,0,3,,2018-01-02T03:07:45.000Z
0,He look tired like he is unhappy,12,0,5,,2018-01-02T03:26:24.000Z
0,People still watch this bullshit?,11,0,0,,2018-01-02T03:47:22.000Z
0,Why am I more excited to see The Grace Report recap than the actual show,12,0,5,,2018-01-02T03:55:18.000Z
11,THESE BITCHES R OLDER THEN ME GET ON WITH UR LIVES!,11,0,0,,2018-01-02T03:55:21.000Z
0,Nova looks just like her daddy,12,0,0,,2018-01-02T03:59:54.000Z
0,I feel like caitlyn's depression issues are because she gave carly up for adoption,8,4,45,,2018-01-02T04:09:37.000Z
0,farrahs daughter hella ugly,4,0,0,,2018-01-02T04:15:06.000Z
0,Tyler is determined to be a prick til the bitter end. He’s such a little asshole I feel like if Carly doesn’t dig them in the future he will turn on her and shun or “disown” her.,11,0,0,,2018-01-02T04:47:44.000Z
0,Does anyone else think they are going to give nova a complex as she grows up. Like she will always hear about and be compared to the infamous Carley that they barely see. I imagine she will feel like she cannot escape the shadow of her sister.,12,0,0,,2018-01-02T04:49:06.000Z
0,They should just focus on there daughter they have with them now and enjoy the moments with her and stop being selfish to Carly and let her be happy you guys made the choose for her to be adopted stop making things so difficult,12,0,0,,2018-01-02T05:24:38.000Z
0,0:21 Teen Mom or Fat Mom?,2,0,3,,2018-01-02T06:09:32.000Z
0,"All the comments bashing Teresa and Brandon will not help. You guys are doing way more bad than good ... honestly if you were adopted and your birth parents fans were saying all this nasty stuff about your adoptive parents, would you want to talk to your birth parents?...",4,0,14,,2018-01-02T06:11:03.000Z
0,"Honestly i feel bad for them because they were young and regret their decision.. but they gave her up, you are her birth parents but not the ones Carly calls mum and dad. You have to let her go. It's not fair on her parents.",4,0,4,,2018-01-02T07:04:35.000Z
0,Carly's Adoptive parents are incredibly cruel to keep their daughter away from her biological sister. Once she gets older this is probably going to cause so many problems once she sees the tv show and we all know she will.,12,0,0,,2018-01-02T07:20:44.000Z
0,Nt true whatever,,0,0,,2018-01-02T08:13:13.000Z
0,"Still care for cate and Tyler but I’m gradually getting more offended/annoyed by their self entitled behavior. These two live off of MTV money, they didn’t better themselves at all in life then threw another child into the mix. Carly is NOT yours, biologically yes, but you two aren’t her parents. B & T asked them not to talk bout Carly or them on TV yet you two still effin do it, then there’s the whole Butch issue at their wedding, and Tyler lately has been constantly throwing jabs and for what really??? You two never grew up!! Bottom line is this.... tht this MTV show and money will come to an end!!!! Nothing lasts forever. You two need to be getting an education and getting real jobs to prepare for tht day instead slapping your names on some half ass clothing company (w/really crappy designs honestly) tht looks most likely to go belly up. Brandon and Teresa close this adoption!!! Cate n Ty gave Carly up, obviously regret it and have grown to expect to much from you two and then when they dnt get it decide to throw shade. No longer a healthy situation for Carly honestly. She wants to know cate n ty then let her reach out when she becomes of age. B&T u clearly aren’t comfortable in the spot light so get out of it. Cate and Tyler except your choice, make peace w/ it and focus on what u should have been doin the last 8+ yrs and better yourselves you ungrateful brats.",12,0,15,,2018-01-02T08:16:24.000Z
0,I believe that these two made a mistake and I hope they get their baby back...,12,0,0,,2018-01-02T08:21:35.000Z
0,Caitlyn's cleavage  where did they come from???,2,0,0,,2018-01-02T08:21:40.000Z
0,Yes that is true and catlynne will always be her mom she was only young when she had her that is that she is her birth mither,12,0,0,,2018-01-02T09:12:49.000Z
0,I am utterly shocked at all these judgmental negative comments. So many opinions about something that has absolutely nothing to do with any of you. Wow.,4,0,1,,2018-01-02T09:24:33.000Z
0,I am surprised Dawn doesnt just tell them to ask for Carly back....SMH,12,0,0,,2018-01-02T11:45:29.000Z
0,Catlynn’s next career move....My 600lb Life,12,1,7,,2018-01-02T13:03:52.000Z
0,She really got fat,,0,4,,2018-01-02T15:22:21.000Z
0,Why were not MTV Cameras allowed at the time of a visit?,2,1,0,,2018-01-02T17:25:16.000Z
0,I just felt sad when they got pregnant again. Idk. It’s like she’s going to see these episodes.,4,0,2,,2018-01-02T17:26:47.000Z
0,Sophia's face at 0:15,,0,2,,2018-01-02T19:57:10.000Z
11,"Their fuckin dumbasses, cant take care of their first child but they can with the second one, what a shame.",11,2,0,,2018-01-02T20:09:12.000Z
0,Shouldn't given her up for adoption..Sick of them!!!,4,12,72,,2018-01-02T22:08:16.000Z
0,"I feel like those who want to tell Caitlynn and Tyler how to handle or deal with their adoption agreement has no say so unless they were adopted or gave their child up for adoption themselves. I know so many people who were adopted and always questioned how their biological parent(s) is or were like because they never met them or biological parents did not care to know about their well-being. I feel like they as birth parents feel a void in their lives, because they wonder about what or how the child is doing. I mean the birth mother carried the child for NUMBER or NUMBER months. Do u really think she should just say f*** it and move on with her life? A parent who cares will think of these things and wonder about the child's well being even when they know the child is good hands with the adopted parents. You cannot control feelings and they felt like they could not give her the life she deserved at the time she was born. I am sure that it hurt them to give Carly away, because deep down they did not want to but they knew it was best for her at that time. No need to belittle them, because they feel how they feel about a child they brought into this world. I respect them for their decision, but I also understand where they are coming from because they want to be apart of Carly's life in some way. One or two visits will never hurt her to see her birth parents as they want to spend time with her let Nova see her sister as well. People need to stop being nasty towards each other and get better sense of understanding of others decisions even if we do not completely understand it. You all can at least respect it!",12,0,0,,2018-01-02T22:34:00.000Z
0,Those idiots were on the show making money they should have kept Carly.,4,0,3,,2018-01-03T01:16:01.000Z
0,Focus on the kid you have,8,1,18,,2018-01-03T07:59:07.000Z
0,FKING S*T*N PLS KILL ALL STOP FOR TV SATAN DIALOET,11,0,0,,2018-01-03T09:27:43.000Z
0,I’m Mother of three so I don’t have to shut up... If teen mom didn’t get the rating that they been getting they wouldn’t be worried about seeing Carly... I don’t care about the adoption they know she taking care of and let live her life quietly and not publicly..... If you mother you understand so you can shut up.,4,1,6,,2018-01-03T18:11:39.000Z
0,"Its like me never spending or living with dad . I do not see him as ""my dad"" at all. Its sad because when she gets older she want see them as ""her parenta"" and that is that is going be hard pill swallow. I understand they are sad but honestly the damage is done. She want see them as her ""parent"" hopefully she want hate them. ",12,0,0,,2018-01-03T20:50:23.000Z
0,"I have always had it in the back of my mind that they struggle so much with her adoption because they did not know the show would blow up like it did and they had make so much money. If they went back in time and did the show and kept Carly, they would have been financially okay to do everything they still did and have Carly too. That's just me though, I could be wrong, but I would feel like ""damn, now we have thousands of dollars and could care for our baby like we wanted to but we do not have her now"" ",12,0,0,,2018-01-03T23:25:07.000Z
0,He doesn’t seem to give a fck. I feel so bad for her still. She’s still so heartbroken and always has been,11,0,0,,2018-01-04T00:20:12.000Z
0,No house training lmfao dunking horses in water,12,0,0,,2018-01-04T01:11:54.000Z
0,These NUMBER are unhappy. I do not care if i get backlash for this: Tyler is gay. Cait is miserable and neither of them pay attention to Nova. It truly is heartbreaking and frustrating to watch because Nova is such a blessing and it is sad that Cait is doing exactly every thing she said she did not want for Carlee - neglect and abandonment.,4,3,13,,2018-01-04T05:39:34.000Z
0,Carly knows Nova is her sister right? So does she know these two are her parents?,2,0,0,,2018-01-04T14:46:02.000Z
0,I think these two we are to young to fully understand the bigger picture of given there child up for adoption why cannot everyone be part of this Childs life and why wait till she older to make decisions to see her birth parents .life is to short Brandon and teresa as her parents and Tyler and catelynn be in this together be great full to one another for what yous have done and love your whole family adopted and birth families this is time you can never get back !!,12,0,0,,2018-01-04T20:16:08.000Z
0,I was crying laughing at Sophia's face  just a split image of Farrah,3,0,0,,2018-01-04T22:34:11.000Z
0,Adoption is giving up the child to be raised by other couple. Carly's Adoptive parents ARE her parents now.,12,1,15,,2018-01-04T23:08:25.000Z
0,Tyler rambles to damn much!They should let go of carly and move on with their life.,12,0,0,,2018-01-05T04:13:51.000Z
0,If they really wanted to see Carly they would have quit the show years ago. The adoptive parents main problem was the show,12,0,2,,2018-01-05T15:43:38.000Z
0,These comments show how most of you guys don’t have kids or know about adoption,12,0,0,,2018-01-06T03:12:02.000Z
11,"Sophia is such an unattractive kid,and Farrah well she’s a nasty bitch",11,0,0,,2018-01-06T04:17:18.000Z
0,You guys give up for adoption she is no longer yours. Stop calling her your child cuz she is not. If you miss her so damn much you should not given her up in the first place!,4,0,0,,2018-01-06T17:53:57.000Z
0,Im sorry but you guys should be thankful they are even letting you see Carli,12,0,4,,2018-01-07T05:48:54.000Z
0,Cate looks like she doesn’t even want to talk about it. It might not be the most healthiest thing for them to obsess about. It would be nice to see them move on with the help of a therapist.,12,0,1,,2018-01-07T09:54:16.000Z
0,"I was adopted as a baby and my mom picked my adoptive family and I would still never call her my mother . They need to see it from Carly’s side . She has parents , she has a house and a life and they just aren’t a part of it . It must be so scary and confusing for that little girl . I feel bad for the adoptive parents in this situation.",12,0,2,,2018-01-07T14:35:27.000Z
0,These two need to let it go. They are not Carlys parents. I just wonder how Nova feels. Since it seems like they are trying to fill a hole. Let Carly go.,12,0,0,,2018-01-08T00:39:54.000Z
0,All these comments saying there so over them is so annoying. They obviously thought adoption was the only thing they could do and something obviously lead them to think that they would always be able to see there child and not one day be told they can’t .,12,0,0,,2018-01-08T01:25:29.000Z
0,Poor Nova looks just like Caitlyn,12,1,3,,2018-01-08T05:49:22.000Z
0,I have the idea nobody in the comments realizes the difference between an OPEN adoption and a closed one.... They did choose the open one so why is everybody being so negative? I understand their feelings (it was a very difficult choice to make after all) .... I also understand Brandon and Theresa's point... It's a very difficult balance... let them figure it out without giving all this hate... seriously... everybody is sooo opinionated these days... jeez...,12,0,0,,2018-01-08T16:07:29.000Z
0,"Sophia is one ugly kid. And newsflash, Carly is not does not belong to them, they gave her up along with any control over that child's future, so STFU about it already.",12,0,0,,2018-01-08T21:41:40.000Z
0,They scare people who is thinking to adopt...they just keep still stalking the family,4,0,2,,2018-01-09T07:59:39.000Z
0,When she was drowning them horses 🤣,3,0,0,,2018-01-10T06:29:32.000Z
0,"They should have NEVER given her up for adoption...BIGGEST mistake of their lives. But that doesnt mean you can give your baby up for adoption, let th adoptive parents do all the hard work and then when you’re ready you want the child back. Suddenly its convenient now? It doesnt work that way.But his father and her mother are such awful horrible abusive people...they are clearly traumatized by it. But Tylers mother seemed to be okay though, why didn’t she help with stopping the adoption and take care of Carly? Unbelievable how these kids were alone on this planet back then.",12,1,2,,2018-01-11T22:24:07.000Z
0,And Farah by the way is the way she is because of that horrible horrible mother of hers....Such a dysfunctional woman with an awful voice! I’m afraid every child would end up screwed up like Farah with an idiot of a mother like hers UGGH,4,0,0,,2018-01-11T22:27:31.000Z
0,This is so unhealthy the door is never closed so nobody can heal. The adoptive parents ate held hostage to Tyler and catelyin.,4,0,1,,2018-01-12T22:58:13.000Z
0,You can’t have it both ways. You can’t give up your kid and then expect to have any relationship with your child. It’s a selfish thing for you to do in the first place and even more selfish to continue wanting a the relationship.,12,0,0,,2018-01-13T02:33:28.000Z
0,This show has become a tyler and Caitlyn vs Teresa and her Hubby it is so sad and embarrassing,4,0,3,,2018-01-13T14:15:28.000Z
11,WELP MAYBE YOU GUYS SHOULDNT OF GAVE CARLY UP FOR ADOPTION IF YOU GUYS WANTED TO RUN SHIT IN HER LIFE!! Fucking sick of hearing them complain about Brandon and Teresa like uhmm hellooooo when you give ur child up for adoption you dont run shit. shouldve thought about that before giving ur baby up.,11,0,0,,2018-01-14T06:10:57.000Z
0,That's why I prefer a closed adoption.,12,0,1,,2018-01-14T20:37:26.000Z
0,"Can't you people understand where they are coming from? Even a little bit? Was it an open adoption or a closed one? Either way, they placed her for adoption cause they wanted her to have a better life. When they were NUMBER their situation was horrible and they did the right thing, they know that, at that time, they did the right thing. Would they have done it if they knew they had end up with so much money? If they knew they would be able to provide for her? No. That's the reality. They placed her for adoption when they did not need to. I think that is what is eating them. If their lives was still at the same point it was years ago I think they would be fine.",2,0,0,,2018-01-14T21:25:56.000Z
0,"I think they are realizing that they could've kept Carly with all the money they got from mtv they probably really regret now ,but at the time they didnt know they would be better off,I do not blame them for not being able to let that go ,its not like they didnt want their daughter like some they did but didnt think they could provide.",12,0,0,,2018-01-16T01:05:30.000Z
11,"Get over it she has parents you shouldn’t even see her, to me that only confuses both kids!!! All you were were donors have another baby and leave that kid and her family alone!!! As for that little kid Sophia I would like to slap that smirk off of her face!!! Spoiled little bitch and that mother of hers needs her mouth knocked off!!! If my adult daughter talked to me that!!! Oh hell no",11,0,1,,2018-01-16T16:55:22.000Z
0,I cant stand mtv cant watch teen mom og fullepisode atall,4,0,0,,2018-01-16T22:11:12.000Z
0,It's called verydice and you get NUMBER free rolls for signing up you never ever pay dime shipping is free too they only want your name and address to ship to you use my code NUMBER ( click into app click the person at bottom of page and it will say the page it goes too about adding a code that is where you put NUMBER ) anything on Amazon you want you can get off this app,10,0,0,,2018-01-16T23:34:13.000Z
0,You guys are judging them based on the fact they have her up for adoption they were still babies themselves they are older now that is still their child no matter what when Carly gets older she is going to want to see her parents and be around them you guys do not get that being adopted and having great parents who love you makes no difference because in the back of your mind you still want that bond with your biological parents and this is coming from someone who was adopted...,12,1,0,,2018-01-17T04:43:18.000Z
0,God she is fat.,,0,0,,2018-01-17T05:44:16.000Z
0,Caitlynn is an adult still dying her hair blue and pink?,2,0,0,,2018-01-18T00:41:50.000Z
0,"I find it strange that Brandon and Theresa were happy to have visits often before, they even went and did magazine interviews and cover shoots when Carly was older and they adopted a second child. The title was about them having two open adoptions, meaning the parents can have contact. I think the reason why they have become weird about visits is because they are scared. They are terrified that Carly will want to know her biological parents and sibling - which of course she will want to, they are terrified of losing her as she comes to make her own decisions. Just my view on their change of behaviour. I understand both Cate and Tyler can be quite emotional over this, but I completely sympathise - I can only imagine how much heartbreak they are feeling ",12,0,0,,2018-01-18T01:07:46.000Z
0,I do feel for Tyler and catelynn about not seeing daughter Carly but i feel for Carly adopted parents but Tyler and Caitlin have to remember that they put their daughter up for adoption and its not up to them when there can see her. It must be hard for both lots of parents,12,0,0,,2018-01-18T17:10:52.000Z
0,Must still hurt them in side xx,12,0,0,,2018-01-19T20:04:15.000Z
0,I am sure those people wish they never adopted that kid. Birth parents have been a nightmare.,12,0,0,,2018-01-20T13:55:14.000Z
0,Where can i see this episode? I cannot find it on the mtv app?,2,0,0,,2018-01-20T18:42:11.000Z
0,Did they have their other daughter to replace Carly I’m confused,2,2,12,,2018-01-20T19:56:49.000Z
0,"I think Caitlyn has Munchausen By Proxy !! She'll do ANYTHING for attention and SYMPATHY !! AND, Tyler is GAY ! Watch And see if he do not end up leaving her old nasty, fatass when the MTV money is gone. 🤣🤣",12,0,1,,2018-01-21T14:49:58.000Z
0,SHE'S NOT THERE CHILD! Omfg,12,0,0,,2018-01-21T18:30:54.000Z
0,They can’t move on because they regret it! If they knew they were gonna make money off mtv they wouldn’t sent her for adoption!! They feel so guilty!! They feel an emptiness in their home!!,12,0,0,,2018-01-22T03:24:39.000Z
0,They cannot be doing this anymore. It is not fair to the adoptive parents.,4,0,0,,2018-01-22T06:25:33.000Z
0,"Perhaps it would have been better that they didn’t choose an open adoption, because it’s hurtful for them and for Carly. When they made the decision of giving her away for her to have a better life, then they should have just let her go.",12,0,0,,2018-01-23T03:02:30.000Z
0,Lord she is an awkward looking child lol,12,0,0,,2018-01-23T04:36:41.000Z
0,They were KIDS when they gave Carly up for adoption I think what hurts them now is the fact they are making slot of money now and could take care of her now but when they gave her up times were hard things were different but now everything is going good they wish they would have kept her I understand how they feel weather its been 8yrs not they were kids so of course that hurt and the pain does not go away I salute Caitlyn and Tyler,12,0,0,,2018-01-23T08:12:33.000Z
0,Farrahs daughter starting to act like farrah,12,0,0,,2018-01-23T23:52:51.000Z
9,<NULL>,,0,0,,2018-01-25T04:14:01.000Z
0,They will always be Carlys parents nomatter what. stupid choice they made to give me away.They will always regret it.,12,0,0,,2018-01-27T00:05:40.000Z
0,Wtf s wrong with farahs daughter shes like a evil looking,11,0,0,,2018-01-27T21:22:32.000Z
0,They were kids when she got pregnant!!! And in a bad environment for Carly to grow up in . They didn’t put their daughter in adoption because they wanted to! They had their reasons !! Obviously because of their choice Carly is living a good life . And yes they should be allowed to see her because when Carly grows up and is able to see this show she will possibly understand why she was put in adoption and possibly be upset with her adoptive parents for not letting them be able to see her . How the hell would you feel in their situation????,12,0,0,,2018-01-28T07:08:30.000Z
0,I think at some point Carly is going to get very confused on what is going on she has her adoptive parents and then she has her biological parents. Catelynn and Tyler put her up for adoption and they still expect to see her as if they are her parents when she has her adoptive parents that have raised her and made her who she is today I just feel bad for the baby yes adoption is a tough thing you will live with for the rest of your life you will regret it but once you sign them papers that child is no longer yours then years go by and you expect me just to your whenever you want you are not the parents anymore you gave that up focus on your family and the baby you have make sure she is taken care of you cannot take care of her how are you going to take care of Carly she needs your attention,12,0,0,,2018-01-29T17:40:31.000Z
11,All I can say is wow Caitlyn has some huge ass boobs!,11,0,0,,2018-01-30T18:20:18.000Z
0,"Carly is not THEIR child,they signed over their rights as parents when they gaved her for adoption.why do they still think that they have some kind of right over Carly?..they are soo wrong!",4,0,0,,2018-01-30T20:49:06.000Z
0,I mean yoy guys could if kept your promise to Carly so you guys will not have to worry about the mtv gravy train leaving you.,12,0,0,,2018-02-01T03:14:37.000Z
0,I hope when Carly turns NUMBER she runs back home,12,0,0,,2018-02-01T07:07:14.000Z
11,"So sick of both of them and this damn show. Stop glorifying unprotected sex, especially in kids.",11,0,0,,2018-02-01T15:24:13.000Z
0,I have no idea how it must feel to be the biological parent of an adopted child but I sometimes wonder if they continue doing this bc it’s their storyline and keeps those MTV checks coming. Like would they be doing this if there were no cameras? I think that’s a fair question. Everyone on reality tv is forced into this contrived idea of reality mixed with completely fakeness. I just wonder,2,0,0,,2018-02-02T22:25:44.000Z
0,"I feel like they ,in a way regret their decision",12,0,0,,2018-02-03T01:33:15.000Z
0,Go and loose some weight lazy bastards...stop milking YOUR DECISION of putting that kid for adoption,11,0,0,,2018-02-05T02:19:51.000Z
0,Welcome back Andrew!!! You had a great run man!!!,3,0,0,https://www.youtube.com/watch?v=oW26EqsDBP4,2010-04-16T18:39:09.000Z
0,welcome back i think u should reuplado this ;D !,3,0,0,,2010-04-16T18:45:07.000Z
0,welcome back man!,,0,0,,2010-04-16T19:51:02.000Z
0,welcome backkkkkkkkkkkkkkkkk,,0,0,,2010-04-16T20:10:39.000Z
0,"amazing job on american idol, only the song choices were a bit arghh ai was a big chance but youll make it on your own, just because of how talented you are (=",3,0,0,,2010-04-16T21:16:36.000Z
0,"YESSSSS! Welcome back, Mr.Garcia!!! By the way, you are still beyond amazing and I can listen to your voice forever. Keeeeeeeeeeeeeeeeeeeeeep going!",3,0,0,,2010-04-17T00:23:02.000Z
0,Glad to have have you back bro!,3,0,0,,2010-04-17T01:01:25.000Z
0,team andrew garcia! <333,,0,0,,2010-04-17T08:50:08.000Z
0,Good job on american idol. You did youtube justice!! You did your name Justice!! Keep going because your are truly blessed with a beautiful voice!!  Forever!!,3,0,0,,2010-04-17T10:57:20.000Z
0,wow ur amazing i cant believe ur not on american idol nomore this is going to be sad.. The only reason i watch AI is u and aaron.. but ..The judges and the fans who voted dont know real music ... Im soo tired of commercial music .. I hope everything goes well,3,0,0,,2010-04-17T18:56:13.000Z
0,That really is your stuff ! Acoustic ! Your voice really goes with the guitar ! Who knows ? I am sure there is futur in Acoustic music ;) Good luck !,3,0,0,,2010-04-17T21:01:42.000Z
0,u the man!!!!,,0,0,,2010-04-18T04:05:31.000Z
0,Yay your re-uploadin! this is my fav cover of yours. Your kid is great man :D keep on postin! We love you bro,3,0,0,,2010-04-18T15:12:02.000Z
0,so much better than chris brown. please PLEASE release an album,2,0,0,,2010-04-18T15:51:29.000Z
0,This is beeeaauuttiiifffull!,,0,0,,2010-04-18T19:01:14.000Z
0,<333,,0,0,,2010-04-19T08:47:54.000Z
0,"welcome backk! i missed youuu! good job on american idol. doesnt matter if you are not america's idol, you are mine! :) haha",3,0,0,,2010-04-19T13:53:22.000Z
0,I missed your videos so much! Haha :) Even though it sucks you are not on Idol it is sooooooooo good to have you back! (also im glad you re-uploaded this one!),3,0,0,,2010-04-19T21:37:16.000Z
